usec,rovCtdDtg,rovCtdDtgFlag,vehicle,depth,depthFlag,temper,temperFlag,salin,salinFlag,oxyg,oxygFlag,light,lightFlag,sound,soundFlag,sigmatheta,sigmathetaFlag,lat,latFlag,lon,lonFlag
1194468255,11/07/2007 20:44:15,2,vnta,163.23,2,8.725,2,33.977,2,2.4,2,89.44,2,1486.62,2,26.3633,2,36.71162486,2,-122.18224506,2
1194468270,11/07/2007 20:44:30,2,vnta,155,2,8.739,2,33.937,2,2.49,2,89.43,2,1486.486,2,26.3296,2,36.71165113,2,-122.18217013,2
1194468285,11/07/2007 20:44:45,2,vnta,146.77,2,8.688,2,33.871,2,2.82,2,89.4,2,1486.079,2,26.2857,2,36.7116426,2,-122.1821346,2
1194468300,11/07/2007 20:45:00,2,vnta,138.43,2,8.723,2,33.824,2,3.05,2,89.38,2,1486.013,2,26.2433,2,36.71163993,2,-122.18210246,2
1194468315,11/07/2007 20:45:15,2,vnta,130.3,2,8.835,2,33.763,2,3.28,2,89.33,2,1486.219,2,26.178,2,36.7116088,2,-122.1820662,2
1194468330,11/07/2007 20:45:30,2,vnta,122.16,2,9.022,2,33.737,2,3.43,2,89.32,2,1486.744,2,26.1281,2,36.71157914,2,-122.18203321,2
1194468345,11/07/2007 20:45:45,2,vnta,114.72,2,9.16,2,33.721,2,3.4,2,89.28,2,1487.11,2,26.0935,2,36.71154513,2,-122.1820018,2
1194468360,11/07/2007 20:46:00,2,vnta,106.79,2,9.353,2,33.671,2,3.55,2,89.26,2,1487.625,2,26.0233,2,36.7115662,2,-122.1819752,2
1194468375,11/07/2007 20:46:15,2,vnta,98.05,2,9.95,2,33.57,2,3.78,2,89.19,2,1489.527,2,25.8461,2,36.71158846,2,-122.1819136,2
1194468390,11/07/2007 20:46:30,2,vnta,89.62,2,10.19,2,33.487,2,4.07,2,89.1,2,1490.149,2,25.7407,2,36.71160733,2,-122.1818554,2
1194468405,11/07/2007 20:46:45,2,vnta,81.29,2,10.412,2,33.455,2,4.22,2,89.07,2,1490.766,2,25.6776,2,36.71159393,2,-122.18181166,2
1194468420,11/07/2007 20:47:00,2,vnta,73.25,2,10.853,2,33.391,2,4.47,2,88.85,2,1492.12,2,25.5508,2,36.71157314,2,-122.18174514,2
1194468435,11/07/2007 20:47:15,2,vnta,65.11,2,11.356,2,33.381,2,4.7,2,88.65,2,1493.737,2,25.4528,2,36.71159793,2,-122.181699,2
1194468450,11/07/2007 20:47:30,2,vnta,56.77,2,12.115,2,33.332,2,5.08,2,88.38,2,1496.159,2,25.274,2,36.71159086,2,-122.18164686,2
1194468465,11/07/2007 20:47:45,2,vnta,48.44,2,12.611,2,33.316,2,5.4,2,88.19,2,1497.686,2,25.1665,2,36.71156073,2,-122.1816098,2
1194468480,11/07/2007 20:48:00,2,vnta,40.2,2,13.137,2,33.284,2,5.61,2,87.81,2,1499.275,2,25.0382,2,36.7115266,2,-122.18154966,2
1194468495,11/07/2007 20:48:15,2,vnta,31.86,2,13.46,2,33.27,2,5.74,2,87.49,2,1500.191,2,24.9625,2,36.71148233,2,-122.18150166,2
1194468510,11/07/2007 20:48:30,2,vnta,23.33,2,14.142,2,33.24,2,5.69,2,86.95,2,1502.248,2,24.7991,2,36.71145793,2,-122.1814242,2
1194468525,11/07/2007 20:48:45,2,vnta,16.97,2,13.914,2,33.239,2,5.64,2,87.13,2,1501.398,2,24.8454,2,36.71141057,2,-122.18136014,2
1194468540,11/07/2007 20:49:00,2,vnta,16.48,2,13.953,2,33.284,2,5.67,2,87.03,2,1501.57,2,24.8721,2,36.71141506,2,-122.1812812,2
1194468555,11/07/2007 20:49:15,2,vnta,16.48,2,14.745,2,33.218,2,5.61,2,86.78,2,1504.05,2,24.6546,2,36.71140453,2,-122.18123146,2
1194468570,11/07/2007 20:49:30,2,vnta,16.48,2,15.086,2,33.142,2,5.62,2,86.63,0,1505.047,2,24.5225,2,36.71138393,2,-122.1811508,2
1194468585,11/07/2007 20:49:45,2,vnta,16.58,2,15.093,2,33.161,2,5.62,2,86.72,2,1505.093,2,24.5356,2,36.71136893,2,-122.18110246,2
1194468600,11/07/2007 20:50:00,2,vnta,16.48,2,15.074,2,33.149,2,5.62,2,86.66,2,1505.017,2,24.5305,2,36.711357,2,-122.18104,2
1194468615,11/07/2007 20:50:15,2,vnta,16.48,2,15.06,2,33.147,2,5.62,2,86.59,0,1504.971,2,24.532,2,36.711357,2,-122.18104,2
1194468630,11/07/2007 20:50:30,2,vnta,16.48,2,15.047,2,33.165,2,5.62,2,86.62,2,1504.95,2,24.5487,2,36.711357,2,-122.18104,2
1194468645,11/07/2007 20:50:45,2,vnta,16.48,2,15.059,2,33.156,2,5.62,2,86.64,2,1504.978,2,24.5391,2,36.7113026,2,-122.18097366,2
1194468660,11/07/2007 20:51:00,2,vnta,16.48,2,15.079,2,33.172,2,5.63,2,86.53,0,1505.06,2,24.5471,2,36.7111606,2,-122.180819,2
1194468675,11/07/2007 20:51:15,2,vnta,16.48,2,15.105,2,33.152,2,5.63,2,86.62,0,1505.119,2,24.5261,2,36.71112326,2,-122.18074213,2
1194468690,11/07/2007 20:51:30,2,vnta,16.38,2,15.079,2,33.172,2,5.64,2,86.61,2,1505.058,2,24.5471,2,36.711089,2,-122.18071773,2
1194468705,11/07/2007 20:51:45,2,vnta,16.38,2,15.161,2,33.151,2,5.63,2,86.71,2,1505.293,2,24.5131,2,36.711067,2,-122.1806442,2
1194468720,11/07/2007 20:52:00,2,vnta,16.18,2,15.157,2,33.154,2,5.64,2,86.4,2,1505.281,2,24.5163,2,36.71102314,2,-122.180573,2
1194468735,11/07/2007 20:52:15,2,vnta,14.39,2,15.208,2,33.143,2,5.65,2,86.22,2,1505.4,2,24.4967,2,36.71098213,2,-122.18053326,2
